,Palavras,Rotulo,Sentenca
39455,Com,O,3402
39456,a,O,3402
39457,escolha,O,3402
39458,da,O,3402
39459,cana,O,3402
39460,e,O,3402
39461,processo,O,3402
39462,de,O,3402
39463,extração,O,3402
39464,do,O,3402
39465,caldo,O,3402
39466,da,O,3402
39467,cana,O,3402
39468,-,O,3402
39469,de,O,3402
39470,-,O,3402
39471,açúcar,O,3402
39472,propiciamos,O,3402
39473,a,O,3402
39474,nossa,O,3402
39475,fermentação,O,3402
39476,“caipira”,O,3402
39477,o,O,3402
39478,desenvolvimento,O,3402
39479,necessário,O,3402
39480,para,O,3402
39481,a,O,3402
39482,obtenção,O,3402
39483,da,O,3402
39484,cachaça,O,3402
39485,de,O,3402
39486,qualidade,O,3402
39487,.,O,3402
39488,Os,O,3403
39489,procedimentos,O,3403
39490,de,O,3403
39491,produção,O,3403
39492,e,O,3403
39493,boas,O,3403
39494,práticas,O,3403
39495,são,O,3403
39496,imprescindíveis,O,3403
39497,para,O,3403
39498,chegarmos,O,3403
39499,ao,O,3403
39500,produto,O,3403
39501,final,O,3403
39502,tendo,O,3403
39503,os,O,3403
39504,selos,O,3403
39505,de,O,3403
39506,garantia,O,3403
39507,que,O,3403
39508,avalizam,O,3403
39509,os,O,3403
39510,resultados,O,3403
39511,do,O,3403
39512,nosso,O,3403
39513,trabalho,O,3403
39514,.,O,3403
39515,As,O,3404
39516,marcas,O,3404
39517,Tabúa,B-NOME_BEBIDA,3404
39518,têm,O,3404
39519,conquistado,O,3404
39520,o,O,3404
39521,mercado,O,3404
39522,pela,O,3404
39523,forma,O,3404
39524,artesanal,O,3404
39525,e,O,3404
39526,atende,O,3404
39527,os,O,3404
39528,padrões,O,3404
39529,de,O,3404
39530,qualidade,O,3404
39531,exigidos,O,3404
39532,e,O,3404
39533,principalmente,O,3404
39534,o,O,3404
39535,gosto,O,3404
39536,dos,O,3404
39537,nossos,O,3404
39538,consumidores,O,3404
39539,.,O,3404
39540,Tipo,O,3405
39541,Exportação,O,3405
39542,.,O,3405
39543,armazenada,O,3406
39544,por,O,3406
39545,2,B-TEMPO_ARMAZENAMENTO,3406
39546,anos,I-TEMPO_ARMAZENAMENTO,3406
39547,em,O,3406
39548,tonéis,B-RECIPIENTE_ARMAZENAMENTO,3406
39549,de,O,3406
39550,Jequitibá,B-TIPO_MADEIRA,3406
39551,",",O,3406
39552,que,O,3406
39553,lhe,O,3406
39554,proporciona,O,3406
39555,sabor,O,3406
39556,e,O,3406
39557,aroma,O,3406
39558,com,O,3406
39559,uma,O,3406
39560,refinada,O,3406
39561,qualidade,O,3406
39562,.,O,3406
39563,Toque,O,3407
39564,de,O,3407
39565,requinte,O,3407
39566,e,O,3407
39567,qualidade,O,3407
39568,sem,O,3407
39569,alterar,O,3407
39570,a,O,3407
39571,cor,O,3407
39572,original,O,3407
39573,",",O,3407
39574,excelente,O,3407
39575,pra,O,3407
39576,quem,O,3407
39577,gosta,O,3407
39578,da,O,3407
39579,boa,O,3407
39580,e,O,3407
39581,velha,O,3407
39582,cachaça,O,3407
39583,“branquinha”,O,3407
39584,.,O,3407
39585,Embalagem,O,3408
39586,de,O,3408
39587,670ml,B-VOLUME,3408
39588,.,O,3408
39589,id,O,3409
39590,:,O,3409
39591,263,O,3409
39592,NOME,O,3410
39593,DA,O,3410
39594,CACHAÇA,O,3410
39595,:,O,3410
39596,Cachaça,O,3410
39597,Tabúa,B-NOME_BEBIDA,3410
39598,Ouro,B-CLASSIFICACAO_BEBIDA,3410
39599,670,B-VOLUME,3410
39600,ml,I-VOLUME,3410
39601,PREÇO,O,3411
39602,:,O,3411
39603,R$,B-PRECO,3411
39604,49,I-PRECO,3411
39605,",",I-PRECO,3411
39606,90,I-PRECO,3411
39607,Volume,O,3412
39608,:,O,3412
39609,670,B-VOLUME,3412
39610,ml,I-VOLUME,3412
39611,DESCRIÇÃO,O,3413
39612,DA,O,3413
39613,CACHAÇA,O,3413
39614,:,O,3413
39615,Cachaça,O,3413
39616,Tabúa,B-NOME_BEBIDA,3413
39617,A,O,3414
39618,cachaça,O,3414
39619,artesanal,O,3414
39620,Tabúa,B-NOME_BEBIDA,3414
39621,é,O,3414
39622,fabricada,O,3414
39623,nos,O,3414
39624,solos,O,3414
39625,da,O,3414
39626,capital,O,3414
39627,mundial,O,3414
39628,da,O,3414
39629,cachaça,O,3414
39630,.,O,3414
39631,É,O,3415
39632,desenvolvida,O,3415
39633,de,O,3415
39634,forma,O,3415
39635,artesanal,O,3415
39636,e,O,3415
39637,tradicional,O,3415
39638,",",O,3415
39639,com,O,3415
39640,características,O,3415
39641,típicas,O,3415
39642,em,O,3415
39643,cada,O,3415
39644,etapa,O,3415
39645,do,O,3415
39646,processo,O,3415
39647,.,O,3415
39648,Com,O,3416
39649,a,O,3416
39650,escolha,O,3416
39651,da,O,3416
39652,cana,O,3416
39653,e,O,3416
39654,processo,O,3416
39655,de,O,3416
39656,extração,O,3416
39657,do,O,3416
39658,caldo,O,3416
39659,da,O,3416
39660,cana,O,3416
39661,-,O,3416
39662,de,O,3416
39663,-,O,3416
39664,açúcar,O,3416
39665,propiciamos,O,3416
39666,a,O,3416
39667,nossa,O,3416
39668,fermentação,O,3416
39669,“caipira”,O,3416
39670,o,O,3416
39671,desenvolvimento,O,3416
39672,necessário,O,3416
39673,para,O,3416
39674,a,O,3416
39675,obtenção,O,3416
39676,da,O,3416
39677,cachaça,O,3416
39678,de,O,3416
39679,qualidade,O,3416
39680,.,O,3416
39681,Os,O,3417
39682,procedimentos,O,3417
39683,de,O,3417
39684,produção,O,3417
39685,e,O,3417
39686,boas,O,3417
39687,práticas,O,3417
39688,são,O,3417
39689,imprescindíveis,O,3417
39690,para,O,3417
39691,chegarmos,O,3417
39692,ao,O,3417
39693,produto,O,3417
39694,final,O,3417
39695,tendo,O,3417
39696,os,O,3417
39697,selos,O,3417
39698,de,O,3417
39699,garantia,O,3417
39700,que,O,3417
39701,avalizam,O,3417
39702,os,O,3417
39703,resultados,O,3417
39704,do,O,3417
39705,nosso,O,3417
39706,trabalho,O,3417
39707,.,O,3417
39708,As,O,3418
39709,marcas,O,3418
39710,Tabúa,B-NOME_BEBIDA,3418
39711,têm,O,3418
39712,conquistado,O,3418
39713,o,O,3418
39714,mercado,O,3418
39715,pela,O,3418
39716,forma,O,3418
39717,artesanal,O,3418
39718,e,O,3418
39719,atende,O,3418
39720,os,O,3418
39721,padrões,O,3418
39722,de,O,3418
39723,qualidade,O,3418
39724,exigidos,O,3418
39725,e,O,3418
39726,principalmente,O,3418
39727,o,O,3418
39728,gosto,O,3418
39729,dos,O,3418
39730,nossos,O,3418
39731,consumidores,O,3418
39732,.,O,3418
39733,Tabúa,B-NOME_BEBIDA,3419
39734,Flor,O,3419
39735,de,O,3419
39736,Ouro,B-CLASSIFICACAO_BEBIDA,3419
39737,Tipo,O,3420
39738,Exportação,O,3420
39739,armazenada,O,3420
39740,por,O,3420
39741,5,B-TEMPO_ARMAZENAMENTO,3420
39742,anos,I-TEMPO_ARMAZENAMENTO,3420
39743,em,O,3420
39744,tonéis,B-RECIPIENTE_ARMAZENAMENTO,3420
39745,de,O,3420
39746,Bálsamo,B-TIPO_MADEIRA,3420
39747,",",O,3420
39748,de,O,3420
39749,sabor,O,3420
39750,suave,B-CARACTERISTICA_SENSORIAL_SABOR,3420
39751,",",O,3420
39752,que,O,3420
39753,lhe,O,3420
39754,confere,O,3420
39755,refinada,O,3420
39756,qualidade,O,3420
39757,.,O,3420
39758,A,O,3421
39759,flor,B-NOME_BEBIDA,3421
39760,de,O,3421
39761,Ouro,B-CLASSIFICACAO_BEBIDA,3421
39762,tem,O,3421
39763,um,O,3421
39764,tempo,O,3421
39765,maior,O,3421
39766,de,O,3421
39767,armazenamento,O,3421
39768,",",O,3421
39769,assim,O,3421
39770,eleva,O,3421
39771,-,O,3421
39772,se,O,3421
39773,a,O,3421
39774,qualidade,O,3421
39775,e,O,3421
39776,adquire,O,3421
39777,atributos,O,3421
39778,de,O,3421
39779,aroma,O,3421
39780,e,O,3421
39781,sabor,O,3421
39782,definidos,O,3421
39783,do,O,3421
39784,bálsamo,B-TIPO_MADEIRA,3421
39785,.,O,3421
39786,Embalagem,O,3422
39787,de,O,3422
39788,670ml,B-VOLUME,3422
39789,.,O,3422
39790,id,O,3423
39791,:,O,3423
39792,264,O,3423
39793,NOME,O,3424
39794,DA,O,3424
39795,CACHAÇA,O,3424
39796,:,O,3424
39797,Moringa,O,3424
39798,Porcelana,O,3424
39799,SM,B-NOME_BEBIDA,3424
39800,250,B-VOLUME,3424
39801,ML,I-VOLUME,3424
39802,PREÇO,O,3425
39803,:,O,3425
39804,R$,B-PRECO,3425
39805,69,I-PRECO,3425
39806,",",I-PRECO,3425
39807,90,I-PRECO,3425
39808,DESCRIÇÃO,O,3426
39809,DA,O,3426
39810,CACHAÇA,O,3426
39811,:,O,3426
39812,Moringa,O,3426
39813,Porcelana,O,3426
39814,Sabor,B-NOME_BEBIDA,3426
39815,de,I-NOME_BEBIDA,3426
39816,Minas,I-NOME_BEBIDA,3426
39817,250,B-VOLUME,3426
39818,ML,I-VOLUME,3426
39819,Esta,O,3427
39820,é,O,3427
39821,um,O,3427
39822,cachaça,O,3427
39823,com,O,3427
39824,envelhecimento,O,3427
39825,por,O,3427
39826,02,B-TEMPO_ARMAZENAMENTO,3427
39827,(,I-TEMPO_ARMAZENAMENTO,3427
39828,dois,I-TEMPO_ARMAZENAMENTO,3427
39829,),I-TEMPO_ARMAZENAMENTO,3427
39830,anos,I-TEMPO_ARMAZENAMENTO,3427
39831,em,O,3427
39832,tóneis,B-RECIPIENTE_ARMAZENAMENTO,3427
39833,de,O,3427
39834,bálsamo,B-TIPO_MADEIRA,3427
39835,e,O,3428
39836,jequitibá,B-TIPO_MADEIRA,3428
39837,",",O,3428
39838,baixíssima,B-CARACTERISTICA_SENSORIAL_SABOR,3428
39839,acidez,I-CARACTERISTICA_SENSORIAL_SABOR,3428
39840,e,O,3428
39841,graduação,O,3428
39842,alcoólica,O,3428
39843,de,O,3428
39844,42,B-GRADUACAO_ALCOOLICA,3428
39845,GL,I-GRADUACAO_ALCOOLICA,3428
39846,",",O,3428
39847,garantem,O,3428
39848,à,O,3429
39849,cachaça,O,3429
39850,Sabor,B-NOME_BEBIDA,3429
39851,de,I-NOME_BEBIDA,3429
39852,Minas,I-NOME_BEBIDA,3429
39853,um,O,3429
39854,agradável,O,3429
39855,e,O,3429
39856,incomparável,O,3429
39857,sabor,O,3430
39858,",",O,3430
39859,destacando,O,3430
39860,-,O,3430
39861,se,O,3430
39862,entre,O,3430
39863,as,O,3430
39864,melhores,O,3430
39865,de,O,3430
39866,Salinas,B-NOME_LOCAL,3430
39867,",",O,3430
39868,tanto,O,3430
39869,pelo,O,3430
39870,seu,O,3430
39871,suave,O,3430
39872,paladar,O,3431
39873,como,O,3431
39874,pela,O,3431
39875,sua,O,3431
39876,qualidade,O,3431
39877,.,O,3431
39878,Grad,O,3432
39879,.,O,3432
39880,Alcool,O,3433
39881,.,O,3433
39882,:,O,3434
39883,42,B-GRADUACAO_ALCOOLICA,3434
39884,",",I-GRADUACAO_ALCOOLICA,3434
39885,0,I-GRADUACAO_ALCOOLICA,3434
39886,%,I-GRADUACAO_ALCOOLICA,3434
39887,Vol,O,3434
39888,.,O,3434
39889,),O,3434
39890,Produzida,O,3435
39891,na,O,3435
39892,cidade,O,3435
39893,de,O,3435
39894,Salinas,B-NOME_LOCAL,3435
39895,(,O,3435
39896,MG,B-NOME_LOCAL,3435
39897,),O,3435
39898,Conteúdo,O,3436
39899,:,O,3436
39900,250,B-VOLUME,3436
39901,ml,I-VOLUME,3436
39902,Garrafa,O,3437
39903,:,O,3437
39904,Tipo,O,3437
39905,Moringa,O,3437
39906,Porcelana,O,3437
39907,Grad,O,3438
39908,.,O,3438
39909,Alcool,O,3438
39910,:,O,3438
39911,42,B-GRADUACAO_ALCOOLICA,3438
39912,",",I-GRADUACAO_ALCOOLICA,3438
39913,0%,I-GRADUACAO_ALCOOLICA,3438
39914,id,O,3439
39915,:,O,3439
39916,265,O,3439
39917,NOME,O,3440
39918,DA,O,3440
39919,CACHAÇA,O,3440
39920,:,O,3440
39921,Cachaça,O,3440
39922,Biquinha,B-NOME_BEBIDA,3440
39923,PREÇO,O,3441
39924,:,O,3441
39925,R$,B-PRECO,3441
39926,89,I-PRECO,3441
39927,",",I-PRECO,3441
39928,90,I-PRECO,3441
39929,Volume,O,3442
39930,:,O,3442
39931,600,B-VOLUME,3442
39932,ml,I-VOLUME,3442
39933,DESCRIÇÃO,O,3443
39934,DA,O,3443
39935,CACHAÇA,O,3443
39936,:,O,3443
39937,Cachaça,O,3443
39938,Biquinha,B-NOME_BEBIDA,3443
39939,Produzida,O,3444
39940,na,O,3444
39941,região,O,3444
39942,de,O,3444
39943,Salinas,B-NOME_LOCAL,3444
39944,a,O,3444
39945,Cachaça,O,3444
39946,Biquinha,B-NOME_BEBIDA,3444
39947,e,O,3444
39948,reconhecida,O,3444
39949,por,O,3444
39950,muitos,O,3444
39951,como,O,3444
39952,uma,O,3444
39953,das,O,3444
39954,melhores,O,3444
39955,cachaças,O,3444
39956,da,O,3444
39957,região,O,3444
39958,.,O,3444
39959,Produção,O,3445
39960,limitada,O,3445
39961,Produzida,O,3446
39962,na,O,3446
39963,região,O,3446
39964,de,O,3446
39965,Salinas,B-NOME_LOCAL,3446
39966,",",O,3446
39967,MG,B-NOME_LOCAL,3446
39968,Graduação,O,3447
39969,Alcoólica,O,3447
39970,:,O,3447
39971,39,B-GRADUACAO_ALCOOLICA,3447
39972,.,I-GRADUACAO_ALCOOLICA,3447
39973,2%,I-GRADUACAO_ALCOOLICA,3447
39974,Envelhecimento,O,3448
39975,:,O,3448
39976,3,B-TEMPO_ARMAZENAMENTO,3448
39977,anos,I-TEMPO_ARMAZENAMENTO,3448
39978,em,O,3448
39979,Balsamo,B-TIPO_MADEIRA,3448
39980,Conteudo,O,3449
39981,:,O,3449
39982,600,B-VOLUME,3449
39983,ml,I-VOLUME,3449
39984,Garrafa,O,3450
39985,tradicional,O,3450
39986,Prazo,O,3451
39987,de,O,3451
39988,validade,O,3451
39989,:,O,3451
39990,indeterminado,O,3451
39991,Tempo,O,3452
39992,de,O,3452
39993,Envelhecimento,O,3452
39994,:,O,3452
39995,3,B-TEMPO_ARMAZENAMENTO,3452
39996,anos,I-TEMPO_ARMAZENAMENTO,3452
39997,Grad,O,3453
39998,.,O,3453
39999,Alcool,O,3453
40000,:,O,3453
40001,39,B-GRADUACAO_ALCOOLICA,3453
40002,.,I-GRADUACAO_ALCOOLICA,3453
40003,2%,I-GRADUACAO_ALCOOLICA,3453
40004,id,O,3454
40005,:,O,3454
40006,266,O,3454
40007,NOME,O,3455
40008,DA,O,3455
40009,CACHAÇA,O,3455
40010,:,O,3455
40011,Cachaça,O,3455
40012,Salinas,B-NOME_BEBIDA,3455
40013,Cristalina,B-CLASSIFICACAO_BEBIDA,3455
40014,600,B-VOLUME,3455
40015,ML,I-VOLUME,3455
40016,PREÇO,O,3456
40017,:,O,3456
40018,R$,B-PRECO,3456
40019,36,I-PRECO,3456
40020,",",I-PRECO,3456
40021,90,I-PRECO,3456
40022,Volume,O,3457
40023,:,O,3457
40024,600,B-VOLUME,3457
40025,ml,I-VOLUME,3457
40026,DESCRIÇÃO,O,3458
40027,DA,O,3458
40028,CACHAÇA,O,3458
40029,:,O,3458
40030,Cachaça,O,3458
40031,Salinas,B-NOME_BEBIDA,3458
40032,Cristalina,B-CLASSIFICACAO_BEBIDA,3458
40033,600,B-VOLUME,3458
40034,ML,I-VOLUME,3458
40035,Com,O,3459
40036,mais,O,3459
40037,de,O,3459
40038,20,B-TEMPO,3459
40039,Anos,I-TEMPO,3459
40040,de,O,3459
40041,Tradição,O,3459
40042,o,O,3459
40043,Grupo,B-NOME_ORGANIZACAO,3459
40044,Salinas,I-NOME_ORGANIZACAO,3459
40045,e,O,3459
40046,lider,O,3459
40047,em,O,3459
40048,vendas,O,3459
40049,e,O,3459
40050,referencia,O,3459
40051,no,O,3459
40052,setor,O,3459
40053,",",O,3459
40054,contando,O,3459
40055,com,O,3459
40056,a,O,3459
40057,maior,O,3459
40058,e,O,3459
40059,mais,O,3459
40060,moderna,O,3459
40061,fabrica,O,3459
40062,de,O,3459
40063,Cachaça,O,3459
40064,Artesanal,O,3459
40065,do,O,3459
40066,Brasil,B-NOME_LOCAL,3459
40067,.,O,3459
40068,A,O,3460
40069,Salinas,B-NOME_BEBIDA,3460
40070,Cristalina,B-CLASSIFICACAO_BEBIDA,3460
40071,descança,O,3460
40072,em,O,3460
40073,tonei,B-RECIPIENTE_ARMAZENAMENTO,3460
40074,de,I-RECIPIENTE_ARMAZENAMENTO,3460
40075,aço,I-RECIPIENTE_ARMAZENAMENTO,3460
40076,inox,I-RECIPIENTE_ARMAZENAMENTO,3460
40077,-,O,3460
40078,tornando,O,3460
40079,-,O,3460
40080,se,O,3460
40081,uma,O,3460
40082,exelente,O,3460
40083,cachaça,O,3460
40084,para,O,3460
40085,caipirinhas,O,3460
40086,e,O,3460
40087,outras,O,3460
40088,misturas,O,3460
40089,.,O,3460
40090,Cachaça,O,3461
40091,pra,O,3461
40092,quem,O,3461
40093,gosta,O,3461
40094,e,O,3461
40095,conhece,O,3461
40096,realmente,O,3461
40097,de,O,3461
40098,Cachaça,O,3461
40099,Caracteristicas,O,3462
40100,Produzida,O,3463
40101,:,O,3463
40102,Região,O,3463
40103,de,O,3463
40104,Salinas,B-NOME_LOCAL,3463
40105,Garrafa,O,3464
40106,:,O,3464
40107,Tradicional,O,3464
40108,600,B-VOLUME,3464
40109,ML,I-VOLUME,3464
40110,Evite,O,3465
40111,o,O,3465
40112,Consumo,O,3465
40113,exessivo,O,3465
40114,de,O,3465
40115,Alcool,O,3465
40116,Peso,O,3466
40117,:,O,3466
40118,1,O,3467
40119,",",O,3467
40120,100,O,3467
40121,Kg,O,3467
40122,Altura,O,3468
40123,:,O,3468
40124,30,O,3469
40125,Cm,O,3469
40126,Largura,O,3470
40127,:,O,3470
40128,8,O,3471
40129,Cm,O,3471
40130,Comprimento,O,3472
40131,:,O,3472
40132,8,O,3473
40133,Cm,O,3473
40134,Este,O,3474
40135,produto,O,3474
40136,não,O,3474
40137,possui,O,3474
40138,avaliações,O,3474
40139,Produzida,O,3475
40140,em,O,3475
40141,:,O,3475
40142,Região,O,3475
40143,id,O,3476
40144,:,O,3476
40145,267,O,3476
40146,NOME,O,3477
40147,DA,O,3477
40148,CACHAÇA,O,3477
40149,:,O,3477
40150,Cachaça,O,3477
40151,Salinas,B-NOME_BEBIDA,3477
40152,Cristalina,B-CLASSIFICACAO_BEBIDA,3477
40153,700,B-VOLUME,3477
40154,ML,I-VOLUME,3477
40155,PREÇO,O,3478
40156,:,O,3478
40157,R$,B-PRECO,3478
40158,39,I-PRECO,3478
40159,",",I-PRECO,3478
40160,90,I-PRECO,3478
40161,Volume,O,3479
40162,:,O,3479
40163,700,B-VOLUME,3479
40164,ml,I-VOLUME,3479
40165,DESCRIÇÃO,O,3480
40166,DA,O,3480
40167,CACHAÇA,O,3480
40168,:,O,3480
40169,Cachaça,O,3480
40170,Salinas,B-NOME_BEBIDA,3480
40171,Cristalina,B-CLASSIFICACAO_BEBIDA,3480
40172,700,B-VOLUME,3480
40173,ML,I-VOLUME,3480
40174,Com,O,3481
40175,mais,O,3481
40176,de,O,3481
40177,20,B-TEMPO,3481
40178,Anos,I-TEMPO,3481
40179,de,O,3481
40180,Tradição,O,3481
40181,o,O,3481
40182,Grupo,B-NOME_ORGANIZACAO,3481
40183,Salinas,I-NOME_ORGANIZACAO,3481
40184,e,O,3481
40185,lider,O,3481
40186,em,O,3481
40187,vendas,O,3481
40188,e,O,3481
40189,referencia,O,3481
40190,no,O,3481
40191,setor,O,3481
40192,",",O,3481
40193,contando,O,3481
40194,com,O,3481
40195,a,O,3481
40196,maior,O,3481
40197,e,O,3481
40198,mais,O,3481
40199,moderna,O,3481
40200,fabrica,O,3481
40201,de,O,3481
40202,Cachaça,O,3481
40203,Artesanal,O,3481
40204,do,O,3481
40205,Brasil,B-NOME_LOCAL,3481
40206,.,O,3481
40207,A,O,3482
40208,Salinas,B-NOME_BEBIDA,3482
40209,Cristalina,B-CLASSIFICACAO_BEBIDA,3482
40210,descança,O,3482
40211,em,O,3482
40212,tonei,B-RECIPIENTE_ARMAZENAMENTO,3482
40213,de,I-RECIPIENTE_ARMAZENAMENTO,3482
40214,aço,I-RECIPIENTE_ARMAZENAMENTO,3482
40215,inox,I-RECIPIENTE_ARMAZENAMENTO,3482
40216,-,O,3482
40217,tornando,O,3482
40218,-,O,3482
40219,se,O,3482
40220,uma,O,3482
40221,exelente,O,3482
40222,cachaça,O,3482
40223,para,O,3482
40224,caipirinhas,O,3482
40225,e,O,3482
40226,outras,O,3482
40227,misturas,O,3482
40228,.,O,3482
40229,Cachaça,O,3483
40230,pra,O,3483
40231,quem,O,3483
40232,gosta,O,3483
40233,e,O,3483
40234,conhece,O,3483
40235,realmente,O,3483
40236,de,O,3483
40237,Cachaça,O,3483
40238,Caracteristicas,O,3484
40239,Produzida,O,3485
40240,:,O,3485
40241,Região,O,3485
40242,de,O,3485
40243,Salinas,B-NOME_LOCAL,3485
40244,Garrafa,O,3486
40245,:,O,3486
40246,Transparente,O,3486
40247,700,B-VOLUME,3486
40248,ML,I-VOLUME,3486
40249,Evite,O,3487
40250,o,O,3487
40251,Consumo,O,3487
40252,exessivo,O,3487
40253,de,O,3487
40254,Alcool,O,3487
40255,Produzida,O,3488
40256,em,O,3488
40257,:,O,3488
40258,Região,O,3488
40259,id,O,3489
40260,:,O,3489
40261,268,O,3489
40262,NOME,O,3490
40263,DA,O,3490
40264,CACHAÇA,O,3490
40265,:,O,3490
40266,Cachaça,O,3490
40267,Salinas,B-NOME_BEBIDA,3490
40268,Balsamo,B-TIPO_MADEIRA,3490
40269,300,B-VOLUME,3490
40270,ML,I-VOLUME,3490
40271,PREÇO,O,3491
40272,:,O,3491
40273,R$,B-PRECO,3491
40274,32,I-PRECO,3491
40275,",",I-PRECO,3491
40276,90,I-PRECO,3491
40277,Volume,O,3492
40278,:,O,3492
40279,300,B-VOLUME,3492
40280,ml,I-VOLUME,3492
40281,DESCRIÇÃO,O,3493
40282,DA,O,3493
40283,CACHAÇA,O,3493
40284,:,O,3493
40285,Cachaça,O,3493
40286,Salinas,B-NOME_BEBIDA,3493
40287,em,O,3493
40288,Balsamo,B-TIPO_MADEIRA,3493
40289,300,B-VOLUME,3493
40290,ML,I-VOLUME,3493
40291,Com,O,3494
40292,mais,O,3494
40293,de,O,3494
40294,20,B-TEMPO,3494
40295,Anos,I-TEMPO,3494
40296,de,O,3494
40297,Tradição,O,3494
40298,o,O,3494
40299,Grupo,B-NOME_ORGANIZACAO,3494
40300,Salinas,I-NOME_ORGANIZACAO,3494
40301,e,O,3494
40302,lider,O,3494
40303,em,O,3494
40304,vendas,O,3494
40305,e,O,3494
40306,referencia,O,3494
40307,no,O,3494
40308,setor,O,3494
40309,",",O,3494
40310,contando,O,3494
40311,com,O,3494
40312,a,O,3494
40313,maior,O,3494
40314,e,O,3494
40315,mais,O,3494
40316,moderna,O,3494
40317,fabrica,O,3494
40318,de,O,3494
40319,Cachaça,O,3494
40320,Artesanal,O,3494
40321,do,O,3494
40322,Brasil,B-NOME_LOCAL,3494
40323,.,O,3494
40324,A,O,3495
40325,Salinas,B-NOME_BEBIDA,3495
40326,em,O,3495
40327,Balsamo,B-TIPO_MADEIRA,3495
40328,tem,O,3495
40329,2,B-TEMPO_ARMAZENAMENTO,3495
40330,anos,I-TEMPO_ARMAZENAMENTO,3495
40331,de,O,3495
40332,Envelhecimento,O,3495
40333,tornando,O,3495
40334,-,O,3495
40335,se,O,3495
40336,uma,O,3495
40337,exelente,O,3495
40338,cachaça,O,3495
40339,.,O,3495
40340,Cachaça,O,3496
40341,pra,O,3496
40342,quem,O,3496
40343,gosta,O,3496
40344,e,O,3496
40345,conhece,O,3496
40346,realmente,O,3496
40347,de,O,3496
40348,Cachaça,O,3496
40349,Caracteristicas,O,3497
40350,Produzida,O,3498
40351,:,O,3498
40352,Região,O,3498
40353,de,O,3498
40354,Salinas,B-NOME_LOCAL,3498
40355,Madeira,O,3499
40356,:,O,3499
40357,Balsamo,B-TIPO_MADEIRA,3499
40358,Envelhecimento,O,3500
40359,:,O,3500
40360,2,B-TEMPO_ARMAZENAMENTO,3500
40361,anos,I-TEMPO_ARMAZENAMENTO,3500
40362,Garrafa,O,3501
40363,:,O,3501
40364,Transparente,O,3501
40365,300,B-VOLUME,3501
40366,ML,I-VOLUME,3501
40367,Evite,O,3502
40368,o,O,3502
40369,Consumo,O,3502
40370,exessivo,O,3502
40371,de,O,3502
40372,Alcool,O,3502
40373,Peso,O,3503
40374,:,O,3503
40375,1,O,3504
40376,",",O,3504
40377,100,O,3504
40378,Kg,O,3504
40379,Altura,O,3505
40380,:,O,3505
40381,30,O,3506
40382,Cm,O,3506
40383,Largura,O,3507
40384,:,O,3507
40385,8,O,3508
40386,Cm,O,3508
40387,Comprimento,O,3509
40388,:,O,3509
40389,8,O,3510
40390,Cm,O,3510
40391,Este,O,3511
40392,produto,O,3511
40393,não,O,3511
40394,possui,O,3511
40395,avaliações,O,3511
40396,Produzida,O,3512
40397,em,O,3512
40398,:,O,3512
40399,Região,O,3512
40400,Tempo,O,3513
40401,de,O,3513
40402,Envelhecimento,O,3513
40403,:,O,3513
40404,2,B-TEMPO_ARMAZENAMENTO,3513
40405,anos,I-TEMPO_ARMAZENAMENTO,3513
40406,id,O,3514
40407,:,O,3514
40408,269,O,3514
40409,NOME,O,3515
40410,DA,O,3515
40411,CACHAÇA,O,3515
40412,:,O,3515
40413,Cachaça,O,3515
40414,Salinas,B-NOME_BEBIDA,3515
40415,Umburana,B-TIPO_MADEIRA,3515
40416,700,B-VOLUME,3515
40417,ML,I-VOLUME,3515
40418,PREÇO,O,3516
40419,:,O,3516
40420,R$,B-PRECO,3516
40421,39,I-PRECO,3516
40422,",",I-PRECO,3516
40423,90,I-PRECO,3516
40424,Volume,O,3517
40425,:,O,3517
40426,700,B-VOLUME,3517
40427,ml,I-VOLUME,3517
40428,DESCRIÇÃO,O,3518
40429,DA,O,3518
40430,CACHAÇA,O,3518
40431,:,O,3518
40432,Cachaça,O,3518
40433,Salinas,B-NOME_BEBIDA,3518
40434,em,O,3518
40435,Umburana,B-TIPO_MADEIRA,3518
40436,700,B-VOLUME,3518
40437,ML,I-VOLUME,3518
40438,Com,O,3519
40439,mais,O,3519
40440,de,O,3519
40441,20,B-TEMPO,3519
40442,Anos,I-TEMPO,3519
40443,de,O,3519
40444,Tradição,O,3519
40445,o,O,3519
40446,Grupo,B-NOME_ORGANIZACAO,3519
40447,Salinas,I-NOME_ORGANIZACAO,3519
40448,e,O,3519
40449,lider,O,3519
40450,em,O,3519
40451,vendas,O,3519
40452,e,O,3519
40453,referencia,O,3519
40454,no,O,3519
40455,setor,O,3519
40456,",",O,3519
40457,contando,O,3519
40458,com,O,3519
40459,a,O,3519
40460,maior,O,3519
40461,e,O,3519
40462,mais,O,3519
40463,moderna,O,3519
40464,fabrica,O,3519
40465,de,O,3519
40466,Cachaça,O,3519
40467,Artesanal,O,3519
40468,do,O,3519
40469,Brasil,B-NOME_LOCAL,3519
40470,.,O,3519
40471,A,O,3520
40472,Salinas,B-NOME_BEBIDA,3520
40473,em,O,3520
40474,Umburana,B-TIPO_MADEIRA,3520
40475,tem,O,3520
40476,2,B-TEMPO_ARMAZENAMENTO,3520
40477,anos,I-TEMPO_ARMAZENAMENTO,3520
40478,de,O,3520
