,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TIPO,PRODUTOR,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,ANÁLISE_SENSORIAL,HISTÓRIA_DO_ALAMBIQUE,TIPO_DO_PRODUTO,HARMONIZAÇÃO,PREMIOS,ANÁLISE_DO_CACHACIER,INFORMAÇÕES_DO_PRODUTO,MODO_DE_PRODUÇÃO,PALAVRAS_COMUMENTE_USADAS,INGREDIENTES,INFORMAÇÕES_TÉCNICAS,TEXTO_DESCRITIVO,CONSUMO
953,NOME DA CACHAÇA: Cachaça Canarinha,"PREÇO: R$ 99,90","['DESCRIÇÃO DA CACHAÇA: Cachaça Canarinha\n\n\nUma das melhores Cachaças do Brasil pra quem conhece e aprecia uma boa cachaça\n\n2ª Colocada na Revista Vejá\n\n5º Colocada na Revista Playboy Julho de 2011\n\nA Canarinha faz parte da Familia Anisio Santiago, com sabor e aroma persistentes ainda que delicados.', 'Resultado de um envelhecimento por 3 anos em balsamo e claro, o seu toque especial desde a fabricação ao engarrafamento.', 'Produção limitada\n\nProduzida em\xa0 Salinas, MG\nGraduação Alcoólica: 42%\nEnvelhecimento: 3 anos em Balsamo\nConteudo: 600 ml\nGarrafa tradicional\nPrazo de validade: indeterminado\n\n\nMais um Exelente Presente']",Volume: 600 ml,Grad. Alcool: 42%,,,,LOCAL DE PRODUÇÃO: nan,Tempo de Envelhecimento: 3 anos,,,,,,,,,,,,,
954,NOME DA CACHAÇA: Cachaça Cana de Prata,"PREÇO: R$ 14,90","['DESCRIÇÃO DA CACHAÇA: Grad.', 'Alcool.', ': 42 % Vol.)', 'Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool']",Volume: 670 ml,Grad. Alcool: 42%,,,,LOCAL DE PRODUÇÃO: nan,TEMPO DE ARMAZENAMENTO: nan,,,,,,,,,,,,,
955,NOME DA CACHAÇA: Cachaça Cana de Ouro,"PREÇO: R$ 39,90","['DESCRIÇÃO DA CACHAÇA: Grad.', 'Alcool.', ': 42 % Vol.)', 'Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool']",Volume: 670 ml,Grad. Alcool: 42%,,,,LOCAL DE PRODUÇÃO: nan,TEMPO DE ARMAZENAMENTO: nan,,,,,,,,,,,,,
956,NOME DA CACHAÇA: Cachaça Evelhecida Jequitibá Da Torre 500 ML,"PREÇO: R$43,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Evelhecida Jequitibá Da Torre 500 ML ORIGEM: Produzido em Amparo - São Paulo   Alambique da Torre Cachaça da Torre Envelhecida em Barril de Jequitibá Rosa por 18 meses.', 'Grad.', 'alc: 40% Volume: 500 ml.', 'A Cachaça da Torre descansada foi premiada em 3o lugar (medalha de bronze) em 2008 e em 2o lugar (medalha de prata) em 2012, no Concurso de Avaliação de Cachaças, durante o Brazilian Meeting on Chemistry of Food and Beverages, supervisionado pelo Instituto de Química de São Carlos (IQSC-USP).']",Volume: 500 ML,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: Produzido em Amparo - São Paulo ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
957,"NOME DA CACHAÇA: Cachaça Rio do Engenho Reserva Umburana, Itiúba, Louro Canela e Balsamo 670 ml","PREÇO: R$89,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Rio do Engenho Reserva Umburana, Itiúba, Louro Canela e Balsamo 670 ml www.cachacaepresente.com.br ORIGEM: Cachaça Baiana produzida em Ilhéus - Bahia - Brasil Produzida pela Cachaça Rio do Engenho Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Não contém glúten.', 'Validade Indeterminada.', 'Madeira: Umburana/Amburana, Itiúba, Louro-Canela e Bálsamo Conteúdo: 670ml - Garrafa Paraíba Graduação Alcoólica: 38% Medidas: Altura: 20 cm - Diâmetro: 10,6 cm MAPA: BA 09778 00002-9 O envelhecimento mínimo de três anos em tonéis de madeira de Umburana/Amburana, Itiúba, Louro-Canela e Bálsamo, proporciona características inigualáveis ao produto.', 'Suas notas amadeiradas, sua cor amarelo ouro e seus sabores que se sobrepõem criam um aroma marcante e um sabor inconfundível.', 'PRÊMIOS: 2014 - Silver Medal - Concours Mondial de Bruxelles 2012 - 5.o Lugar - Ranking das Melhores Cachaças Envelhecidas da Revista VIP']",Volume: 670 ml,GRADUAÇÃO ALCOÓLICA: 38%,"RECIPIENTE DE ARMAZENAMENTO: Umburana/Amburana, Itiúba, Louro-Canela e Bálsamo",,,LOCAL DE PRODUÇÃO: Cachaça Baiana produzida em Ilhéus - Bahia - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,"PREMIOS: 2014 - Silver Medal - Concours Mondial de Bruxelles
2012 - 5.o Lugar - Ranking das Melhores Cachaças Envelhecidas da Revista VIP",,,,,,,,
958,NOME DA CACHAÇA: CACHAÇA LUA NOVA AMBURANA 700 ML,"PREÇO: R$49,90      ","['DESCRIÇÃO DA CACHAÇA: CACHAÇA LUA NOVA AMBURANA 700 ML - 00038 ORIGEM: Cachaça Mineira produzida em Novorizonte - Minas Gerais - Brasil Produzida pela Cachaça Salinas Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Não contém glúten.', 'Validade Indeterminada.', 'Madeira: Amburana/Umburana, envelhecida de 18 a 24 meses Conteúdo: 670ml - Garrafa Cachaça de Minas Graduação Alcoólica: 42% Medidas: Altura : 29 cm Diâmetro : 7 cm MAPA: 06748 0004-6 Opinião: Blog MARVADA: ""A Lua Nova é uma cachaça produzida desde 1995 pelo Grupo Salinas com o mesmo rigor e cuidado artesanal em alambiques de cobre na produção de sua irmã Salinas.', 'Mas ao contrário desta, a Lua Nova é envelhecida em tonéis de umburana o que lhe confere cor, perfume e maciez.', 'é bebida leve e agradável capaz de atender aos paladares mais apurados"".']",Volume: 700 ML,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Amburana/Umburana,,,LOCAL DE PRODUÇÃO: Cachaça Mineira produzida em Novorizonte - Minas Gerais - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
959,NOME DA CACHAÇA: Cachaça Carvalheira Flor de Limão 500 ml www.cachacaepresente.com.br,"PREÇO: R$29,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Carvalheira Flor de Limão 500 ml cachacaepresente.com.br A Flor de Limão é uma cachaça branca, composta com extrato cítrico natural.', 'Sua textura cristalina e seu sabor refrescante de limão lhe conferem uma personalidade suave, mas marcante, com características de uma bebida tipicamente tropical.', 'Excelente para fazer uma bela caipirinha.', 'Graduação Alcoólica: 38% Medidas da Garrafa: A: 24,0 C: 7,0 L: 7,0']",Volume: 500 ml,GRADUAÇÃO ALCOÓLICA: 38%    ,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: nan,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
960,NOME DA CACHAÇA: Cachaça Artesanal Terra Dourada Ouro Carvalho Premium 750 ml,"PREÇO: R$99,00      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Terra Dourada Ouro Carvalho Premium 750 ml www.cachacaepresente.com.br ORIGEM: Cachaça Catarinense produzida em Luiz Alves - Santa Catarina - Brasil Produzida pela Cachaça Terra Dourada Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Não contém glúten.', 'Validade Indeterminada.', 'Madeira: Envelhecida em média 04 anos em barris de Carvalho Tipo: Premium Conteúdo: 750ml - Garrafa Trinity (tipo exportação) Graduação Alcoólica: 40% A Cachaça Ouro Terra Dourada Linha Premium, mais sofisticada, é produzida artesanalmente e envelhecida em barris de carvalho, adquirindo coloração dourada e sabor suave.', 'Garrafa com informações em inglês com bandeira do Brasil, tendo a arara como símbolo.', 'PRÊMIO: MEDALHA DE OURO 2013 International Spirits Challenge']",Volume: 750 ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Envelhecida em média 04 anos em barris de Carvalho,,,LOCAL DE PRODUÇÃO: Cachaça Catarinense produzida em Luiz Alves - Santa Catarina - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: MEDALHA DE OURO 2013 International Spirits Challenge,,,,,,,,
961,NOME DA CACHAÇA: Bebida Alcoólica Mista de Cachaça Com Mel - Santo Mel 700 ml,"PREÇO: R$49,90      ","['DESCRIÇÃO DA CACHAÇA: Bebida Alcoólica Mista de Cachaça Com Mel - Santo Mel 700 ml www.cachacaepresente.com.br Desenvolvida a base de cachaça destilada no cobre,com 27 % de teor alcoólico,mel natural de flora silvestre e caramelo Produto altamente diferenciado e direcionado para um público com paladar exigênte.', 'A cachaça é um produto genuinamente brasileiro e faz parte da nossa história e da cultura nacional.', 'O Santo Mel nasceu num bar em São Bernardo do Campo, no ABC paulista, inicialmente produzida de forma artesanal e comercializada entre amigos e frequentadores da casa.', 'Devido à grande aceitação e procura, decidiu-se então partir para a produção industrial em larga escala.', 'A fórmula original até hoje é mantida.', 'Uma bebida alcoólica mista feita com ingredientes selecionados, cachaça de baixa acidez destilada em alambiques de cobre e mel natural da flora silvestre.', 'Todos os processos, desde o plantio da cana de açúcar em solo adequado até a comercialização do produto, são acompanhados por profissionais altamente qualificados, garantindo assim alta qualidade e sabor único.', 'É proibida a venda e o consumo de bebidas alcoólicas para menores de 18 anos.Se beber não dirija.Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.Imagens meramente ilustrativas.']",Volume: 700 ml,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: nan,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
962,NOME DA CACHAÇA: Cachaça com Cambuci 500 ml cachaça é Presente,"PREÇO: R$49,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça com Cambuci 500 ml cachaça é Presente ORIGEM: Bebida Mista Paulista produzida em São Bernardo do Campo - São Paulo - Brasil Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar, curtida com cambuci, Cachaça curtida com frutas adoçado com mel e uvas passas Conteúdo: 500ml - Garrafa Seduction Graduação Alcoólica: 20%']",Volume: 500 ml,GRADUAÇÃO ALCOÓLICA: 20%,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: Bebida Mista Paulista produzida em São Bernardo do Campo - São Paulo - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
963,NOME DA CACHAÇA: Cachaça de Alambique Terra Dourada Prata Caipirinha 750 ml,"PREÇO: R$89,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça de Alambique Terra Dourada Prata Caipirinha 750 ml www.cachacaepresente.com.br ORIGEM: Cachaça Catarinense produzida em Luiz Alves - Santa Catarina - Brasil Produzida pela Cachaça Terra Dourada Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Não envelhecida, apenas armazenada em madeiras neutras Tipo: Prata Conteúdo: 750ml - Garrafa Trinity (tipo exportação) Graduação Alcoólica: 40% A Cachaça Ouro Terra Dourada Prata é produzida artesanalmente e armazenada em barris de madeiras neutras que não interferem na cor.', 'Pode ser apreciada pura ou em coquetéis - ""Ideal for Caipirinha"" Garrafa com informações em inglês com bandeira do Brasil, tendo a arara como símbolo.', 'PRÊMIO: MEDALHA DE PRATA 2013 International Spirits Challenge']",Volume: 750 ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: Cachaça Catarinense produzida em Luiz Alves - Santa Catarina - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: MEDALHA DE PRATA 2013 International Spirits Challenge,,,,,,,,
964,NOME DA CACHAÇA: Cachaça Artesanal de Alambique Carvalheira 750ml,"PREÇO: R$119,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal de Alambique Carvalheira 750 ml - www.cachacaepresente.com.br Armazenadas em barris de cachaça de freijó proporcionando aromas e sabores únicos da legitima cachaça.', 'Carvalheira Alambique preserva em seu espírito os mais tradicionais conceitos da puro e genuína cachaça brasileira , revelando à cada gole o sabor inconfundível de nossas origens.', 'Origem: PE Madeira: Freijó Envelhecimento: 6 meses Grad.', 'Alcoólica: 38% Volume: 750ml']",Volume: 750ml,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: Freijó ,,,LOCAL DE PRODUÇÃO: PE ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
965,NOME DA CACHAÇA: Cachaça Fazenda Jeremias Prata 600 ML,"PREÇO: R$49,00      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Fazenda Jeremias Prata 600 ML ORIGEM: Cachaça Mineira produzida em Dores do Turvo - Minas Gerais -Brasil Produzida pela Fazenda Jeremias, região da zona da Mata.', 'Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Madeira: Armazenada 02 anos em tonéis de jequitibá Conteúdo: 670ml Graduação Alcoólica: 42% A Cachaça Fazenda Jeremias possui canaviais próprios, cultivado sem o uso de agro-tóxicos e utiliza o mesmo processo natural para destilação, utilizando alambiques de cobre.', 'Sem pressa a cachaça vai sendo destilada e em seguida lentamente resfriada com todo controle e capricho.', 'O armazenamento da Cachaça Fazenda Jeremias é feito em tonéis de jequitibá no período de dois anos,e depois triplicamente filtrada e engarrafada na própria fazenda para sua tranquilidade e garantia.']",Volume: 600 ML,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Armazenada 02 anos em tonéis de jequitibá,,,LOCAL DE PRODUÇÃO: Cachaça Mineira produzida em Dores do Turvo - Minas Gerais -Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
966,NOME DA CACHAÇA: Cachaça Artesanal Rio do Engenho Caipirinha Prata 670 ML,"PREÇO: R$59,99      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal Rio do Engenho Caipirinha Prata 670 ML www.cachacaepresente.com.br ORIGEM: Cachaça Baiana produzida em Ilhéus - Bahia - Brasil Produzida pela Cachaça Rio do Engenho Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Prata - Não envelhecida Conteúdo: 670ml - Garrafa Paraiba Graduação Alcoólica: 38% O mais clássico dos sabores.', 'Produto engarrafado logo após a produção, mantém as fortes características da cachaça produzida nos antigos alambiques.']",Volume: 670 ML,"GRADUAÇÃO ALCOÓLICA: 38% O mais clássico dos sabores. Produto engarrafado logo após a produção, mantém as fortes características da cachaça produzida nos antigos alambiques.",RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: Cachaça Baiana produzida em Ilhéus - Bahia - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
967,NOME DA CACHAÇA: Cachaça Dom Tápparo Carvalho Envelhecida 1 Litro,"PREÇO: R$59,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Dom Tápparo Carvalho Envelhecida 1 Litro Origem: Mirassol Volume: 1000 ml Grad.', 'Alc: 38% Madeira: Envelhecida 1 ano em Barril de Carvalho.', 'Cachaça bem suave, carvalho tem como característica um gosto de caramelo no final.', 'cachaça custo beneficio excelente.']",VOLUME: nan,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: Envelhecida 1 ano em Barril de Carvalho. ,,,LOCAL DE PRODUÇÃO: Mirassol ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
968,NOME DA CACHAÇA: Cachaça Alambique Engenho São Luiz descansada Amendoim 600 ml,"PREÇO: R$64,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Alambique descansada Engenho São Luiz Amendoim 600 ml Origem: Lençóis Paulista / SP Madeira: Amendoim Envelhecimento: 6 meses Graduação Alcoólica: 42% Volume: 600ml Cachaça nova, prata, descansada por seis meses em tonéis de amendoim, confere menor acidez e sabor aprimorado.', 'Perfeita para elaboração de drinks e coquetéis, por garantir ao paladar uma experiência agradável e, ainda assim, muito marcante.', 'PREMIAÇÕES 2018 - 6 ° Lugar no III Ranking da Cúpula da Cachaça na Categoria Prata 2016 - 2° Lugar no Superior Taste Award - Bruxelas/Bélgica / Conferido pelo ITQI 2015 - 2° Lugar categoria ""destilados"" no Spirits Selection 2015.', 'Etapa realizada no Brasil.', '2012 - 3° Lugar na II Expo Cachaça dose dupla""- São Paulo/SP - Categoria: Cachaças Brancas e Envelhecidas ""Degustação as Cegas” 2011 - 5° Lugar na Expo Cachaça Dose Dupla - São Paulo/SP - Categoria: Cachaças Brancas ""Degustação as Cegas” É proibida a venda e consumo de bebidas alcoólicas para menores de 18 anos.', 'Beba com moderação.', 'Se beber não dirija.', 'É proibida a venda e consumo de bebidas alcoólicas para menores de 18 anos.', 'Beba com moderação.', 'Se beber não dirija.']",Volume: 600 ml,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Amendoim Envelhecimento: 6 meses,,,LOCAL DE PRODUÇÃO: Lençóis Paulista / SP,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
969,NOME DA CACHAÇA: Cachaça João Mendes Ouro Carvalho 700 ML,"PREÇO: R$51,90      ","['DESCRIÇÃO DA CACHAÇA: Cachaça João Mendes Ouro Carvalho 700 ML ORIGEM: Cachaça Mineira produzida em Perdões - Minas Gerais -Brasil Produzida no Sítio Vó Zirica por João Batista Mendes Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Não contém glúten.', 'Validade Indeterminada.', 'Madeira: Envelhecida de 2 a 4 anos em tonéis de carvalho.', 'Conteúdo: 700ml - Garrafa Cachaça do Brasil/Brazil Graduação Alcoólica: 38% Medidas: Altura: 28, 5 cm - Diâmetro: 7,2 cm MAPA: MG 005811 0001-9 Para refinar mais seu sabor, a cachaça é envelhecida em tonéis de carvalho, por um período entre dois e quatro anos enriquecendo ainda mais seu aroma.', 'O resultado é uma cachaça artesanal com verdadeiro sabor mineiro.']",Volume: 700 ML,GRADUAÇÃO ALCOÓLICA: 38%,RECIPIENTE DE ARMAZENAMENTO: Envelhecida de 2 a 4 anos em tonéis de carvalho.,,,LOCAL DE PRODUÇÃO: Cachaça Mineira produzida em Perdões - Minas Gerais -Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,PREMIOS: nan,,,,,,,,
970,NOME DA CACHAÇA: Cachaça de Alambique Reserva do Gerente Ouro 700 ml,"PREÇO: R$89,00      ","['DESCRIÇÃO DA CACHAÇA: Cachaça de Alambique Reserva do Gerente Ouro 700 ml www.cachacaepresente.com.br ORIGEM: Cachaça Capixaba produzida em Guarapari - Espírito Santo - Brasil Produzida pela Cachaçaria Reserva do Gerente Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar Não contém glúten.', 'Validade Indeterminada.', 'Madeira: Envelhecida 5 anos em tonéis de Carvalho Conteúdo: 700ml - Garrafa Brasil Graduação Alcoólica: 42% Medidas: Altura: 29 cm - Diâmetro: 7 cm MAPA: ES 06597 00001-0 Um dos diferenciais encontrados na Cachaça Reserva do Gerente é o plantio.', 'As sementes de cana-de-açúcar do gênero saccharum são escolhidas cuidadosamente.', 'A saccharum se adapta melhor ao solo e ao clima da Ponta da Fruta, na cidade de Vitória, Espirito Santo, onde é feita sua fabricação.', '(Mapa da Cachaça) Dourada, boa viscosidade, de natureza alcoólica suave, no aroma e sabor.', 'Macia na boca, com toques de castanha.', 'Retrogosto harmônico e agradável.', '(Cúpula da Cachaça) ALGUNS PRÊMIOS: 4.o Lugar no 1.o Ranking Cúpula da Cachaça 2014 3.o Lugar no II Concurso de Avaliação da Qualidade da Cachaça"" durante o VI Brazilian Meeting On Chemistry Of Food And Beverages-2006 3.o Lugar Melhores Cachaças em 2003 Ranking Revista Playboy']",Volume: 700 ml,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Envelhecida 5 anos em tonéis de Carvalho,,,LOCAL DE PRODUÇÃO: Cachaça Capixaba produzida em Guarapari - Espírito Santo - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,"PREMIOS: 4.o Lugar no 1.o Ranking Cúpula da Cachaça 2014
3.o Lugar no II Concurso de Avaliação da Qualidade da Cachaça durante o VI Brazilian Meeting On Chemistry Of Food And Beverages-2006
3.o Lugar Melhores Cachaças em 2003 Ranking Revista Playboy",,,,,,,,
971,NOME DA CACHAÇA: Cachaça Weber Haus Premium 4 anos certificado especial orgânica 750 ml,"PREÇO: R$199,00      ","['DESCRIÇÃO DA CACHAÇA: Cachaça Weber Haus Premium 4 anos certificado especial orgânica 750 ml.', 'OPINIÃO: Blog Marvada - A cachaça produzida pela família Weber é suave, de sabor marcadamente amadeirado que destaca a alma carvalheira dos barris em que é envelhecida.', 'É uma bebida que se consome sem dificuldade e que pode figurar em qualquer carta de bebidas sofisticadas.', 'Compre na cachaçaepresente.com.br, você vai se apaixonar por essa maravilha, veja também a envelhecida 6 anos.', 'ORIGEM: Cachaça Gaúcha produzida em Ivoti - Rio Grande do Sul - Brasil Produzida pela Cachaçaria Weber Haus Madeira: Envelhecida 4 anos carvalho francês - Premium - Orgânica Conteúdo: 700ml - Garrafa exclusiva Caixa papelão Graduação Alcoólica: 38% Destilada em alambiques e envelhecida em barris de carvalho francês durante três anos, o que proporciona um sabor amadeirado.', 'Própria para ser consumida como aperitivo ou digestivo após as refeições.', 'ALGUNS PRÊMIOS: 2012 - 2.o Lugar - Degustação às cegas - 21ª Expo Cachaça Dose Dupla 2011 - Entre as 15 melhores - 21ª Expo Cachaça Dose Dupla 2010 - Gold Medal - CONCOURS MONDIAL BRUXELLES - Spirit Selection 2009 - Gold Medal - CONCOURS MONDIAL BRUXELLES - Spirit Selection 2008 - Gold Medal - CONCOURS MONDIAL BRUXELLES - Spirit Selection Certificações - Certificação INMETRO Portaria nº 126 de 24 de junho de 2005.', '- Certificado IBD – São Concedidas quando todas as etapas da produção, desde o preparo do solo, colheita e elaboração se enquadram nos requisitos estabelecidos pela Lei Orgânica, dentro dos padrões ecológicos e com absoluta rastreabilidade.', 'Os processos de produção atestam o cuidado e a dedicação em oferecer produtos de qualidade com garantia de origem.']",Volume: 750 ml,GRADUAÇÃO ALCOÓLICA: 38%,RECIPIENTE DE ARMAZENAMENTO: Envelhecida 4 anos carvalho francês - Premium - Orgânica,,,LOCAL DE PRODUÇÃO: Cachaça Gaúcha produzida em Ivoti - Rio Grande do Sul - Brasil ,TEMPO DE ARMAZENAMENTO: nan,,,,,"PREMIOS: 2012 - 2.o Lugar - Degustação às cegas - 21ª Expo Cachaça Dose Dupla 
2011 - Entre as 15 melhores - 21ª Expo Cachaça Dose Dupla 
2010 - Gold Medal - CONCOURS MONDIAL BRUXELLES - Spirit Selection 
2009 - Gold Medal - CONCOURS MONDIAL BRUXELLES - Spirit Selection
2008 - Gold Medal - CONCOURS MONDIAL BRUXELLES - Spirit Selection",,,,,,,,
