,palavras,Arthur,Thiago,Priscilla
12607,Paraty,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12608,Rio,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12609,de,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12610,Janeiro,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12611,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12612,Alambique,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
12613,Artesanal,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
12614,Coqueiro,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
12615,alambique,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
12616,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12617,carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12618,3,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12619,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12620,42%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
12621,amarelo,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
12622,palha,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
12623,reflexos,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
12624,dourados,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
12625,densa,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12626,límpida,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
12627,ervas,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
12628,frutas,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
12629,madeira,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
12630,Encorpada,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12631,macia,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12632,frutada,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,o
12633,ervas,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,o
12634,corpo,o,o,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12635,marcante,o,o,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12636,700ML,VOLUME,VOLUME,VOLUME
12637,Paraty,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12638,Rio,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12639,de,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12640,Janeiro,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12641,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12642,Alambique,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12643,Artesanal,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
12644,Coqueiro,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
12645,Paratiana,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12646,Mulatinha,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12647,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12648,750ml,VOLUME,VOLUME,VOLUME
12649,R$51,PRECO,PRECO,PRECO
12650,",",PRECO,PRECO,PRECO
12651,90,PRECO,PRECO,PRECO
12652,Paratiana,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12653,Mulatinha,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12654,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12655,750ml,VOLUME,VOLUME,VOLUME
12656,tonéis,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12657,de,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12658,aço,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12659,inoxidável,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12660,750,VOLUME,VOLUME,VOLUME
12661,ml,VOLUME,VOLUME,VOLUME
12662,43%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
12663,Branquinha,CARACTERISTICA_SENSORIAL_COR,CLASSIFICACAO_BEBIDA,o
12664,pouco,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,o,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12665,densa,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12666,límpida,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
12667,frutas,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
12668,ervas,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
12669,nota,CARACTERISTICA_SENSORIAL_AROMA,o,CARACTERISTICA_SENSORIAL_AROMA
12670,mineral,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
12671,Ligeiramente,o,o,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12672,Incorpada,o,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
12673,750ml,VOLUME,VOLUME,VOLUME
12674,Dom,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12675,Tápparo,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12676,Extra,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12677,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12678,10,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12679,Anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12680,Especial,o,CLASSIFICACAO_BEBIDA,o
12681,750ml,VOLUME,VOLUME,VOLUME
12682,R$269,PRECO,PRECO,PRECO
12683,",",PRECO,PRECO,PRECO
12684,00,PRECO,PRECO,PRECO
12685,Dom,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12686,Tápparo,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12687,Extra,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12688,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12689,10,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12690,Anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12691,Especial,o,CLASSIFICACAO_BEBIDA,o
12692,750,VOLUME,VOLUME,VOLUME
12693,ml,VOLUME,VOLUME,VOLUME
12694,Mirassol,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12695,SP,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12696,Madeira,o,o,NOME_LOCAL
12697,Amendoim,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12698,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12699,7,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12700,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12701,Amendoim,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12702,3,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12703,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12704,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12705,40%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
12706,750,VOLUME,VOLUME,VOLUME
12707,ml,VOLUME,VOLUME,VOLUME
12708,suave,o,CARACTERISTICA_SENSORIAL_SABOR,o
12709,Bruxelas,NOME_LOCAL,o,NOME_LOCAL
12710,2017,TEMPO,TEMPO,TEMPO
12711,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12712,750ml,VOLUME,VOLUME,VOLUME
12713,Amendoim,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12714,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12715,7,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12716,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12717,Amendoim,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12718,3,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12719,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12720,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12721,Mirassol,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12722,SP,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12723,10,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12724,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12725,Bruxelas,NOME_LOCAL,o,NOME_LOCAL
12726,2017,TEMPO,TEMPO,TEMPO
12727,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12728,Extra,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12729,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12730,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12731,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12732,12,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12733,Anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12734,750,VOLUME,VOLUME,VOLUME
12735,ml,VOLUME,VOLUME,VOLUME
12736,R$3,PRECO,PRECO,PRECO
12737,.,PRECO,PRECO,PRECO
12738,299,PRECO,PRECO,PRECO
12739,",",PRECO,PRECO,PRECO
12740,00,PRECO,PRECO,PRECO
12741,Extra,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12742,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12743,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12744,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12745,12,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12746,Anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12747,750,VOLUME,VOLUME,VOLUME
12748,ml,VOLUME,VOLUME,VOLUME
12749,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12750,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12751,Extra,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12752,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12753,12,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12754,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12755,750,VOLUME,VOLUME,VOLUME
12756,ml,VOLUME,VOLUME,VOLUME
12757,6,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12758,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12759,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12760,carvalho,TIPO_MADEIRA,TIPO_MADEIRA,o
12761,francês,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12762,6,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12763,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12764,bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12765,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12766,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12767,Lote,o,NOME_BEBIDA,o
12768,48,o,NOME_BEBIDA,o
12769,12,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12770,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12771,12,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12772,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12773,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12774,Lote,NOME_BEBIDA,NOME_BEBIDA,o
12775,48,NOME_BEBIDA,NOME_BEBIDA,o
12776,12,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12777,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12778,blend,o,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12779,12,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12780,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12781,seis,o,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12782,bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12783,seis,o,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12784,carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12785,francês,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12786,6,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12787,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12788,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12789,carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12790,francês,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12791,6,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12792,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12793,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12794,bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12795,750,VOLUME,VOLUME,VOLUME
12796,ml,VOLUME,VOLUME,VOLUME
12797,Aqua,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12798,Benta,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12799,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12800,500,VOLUME,VOLUME,VOLUME
12801,ml,VOLUME,VOLUME,VOLUME
12802,Alambique,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12803,Rio,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12804,do,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12805,Engenho,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12806,R$55,PRECO,PRECO,PRECO
12807,",",PRECO,PRECO,PRECO
12808,90,PRECO,PRECO,PRECO
12809,Aqua,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12810,Benta,NOME_BEBIDA,NOME_BEBIDA,o
12811,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12812,500,VOLUME,VOLUME,VOLUME
12813,ml,VOLUME,VOLUME,VOLUME
12814,Caixa,o,NOME_ORGANIZACAO,o
12815,Alambique,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12816,Rio,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12817,do,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12818,Engenho,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
12819,Acqua,o,NOME_BEBIDA,NOME_BEBIDA
12820,de,o,NOME_BEBIDA,NOME_BEBIDA
12821,Água,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12822,Benta,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12823,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12824,500,VOLUME,VOLUME,VOLUME
12825,ml,VOLUME,VOLUME,VOLUME
12826,Ilhéus,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12827,BA,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12828,dois,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12829,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12830,Bálsamo,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
12831,Louro,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
12832,-,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
12833,Canela,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
12834,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12835,Louro,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12836,-,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12837,Canela,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12838,2,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12839,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12840,38%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
12841,500,VOLUME,VOLUME,VOLUME
12842,ml,VOLUME,VOLUME,VOLUME
12843,500,VOLUME,VOLUME,VOLUME
12844,ml,VOLUME,VOLUME,VOLUME
12845,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12846,Louro,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12847,-,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12848,Canela,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12849,2,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12850,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12851,Ilhéus,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12852,BA,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12853,2,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12854,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12855,Mato,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12856,Dentro,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12857,Ouro,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12858,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12859,700,VOLUME,VOLUME,VOLUME
12860,ml,VOLUME,VOLUME,VOLUME
12861,R$69,PRECO,PRECO,PRECO
12862,",",PRECO,PRECO,PRECO
12863,90,PRECO,PRECO,PRECO
12864,Mato,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12865,Dentro,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12866,Ouro,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
12867,700,VOLUME,VOLUME,VOLUME
12868,ml,VOLUME,VOLUME,VOLUME
12869,São,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12870,Luiz,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12871,do,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12872,Paraitinga,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12873,SP,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12874,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12875,41%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
12876,2,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12877,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12878,Barril,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12879,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12880,São,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12881,Luiz,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12882,de,NOME_LOCAL,NOME_LOCAL,o
12883,Paraitinga,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12884,SP,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12885,madeira,o,o,CARACTERISTICA_SENSORIAL_SABOR
12886,Carvalho,CARACTERISTICA_SENSORIAL_SABOR,o,CARACTERISTICA_SENSORIAL_SABOR
12887,700,VOLUME,VOLUME,VOLUME
12888,ml,VOLUME,VOLUME,VOLUME
12889,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12890,São,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12891,Luiz,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12892,do,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12893,Paraitinga,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12894,SP,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
12895,2,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12896,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12897,Matriarca,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12898,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12899,680,VOLUME,VOLUME,VOLUME
12900,ml,VOLUME,VOLUME,VOLUME
12901,R$52,PRECO,PRECO,PRECO
12902,",",PRECO,PRECO,PRECO
12903,90,PRECO,PRECO,PRECO
12904,Matriarca,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12905,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12906,680,VOLUME,PRECO,VOLUME
12907,ml,VOLUME,PRECO,VOLUME
12908,Matriarca,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
12909,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,CLASSIFICACAO_BEBIDA
12910,dois,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12911,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
12912,Barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
12913,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
12914,amarelo,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
12915,dourado,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
