,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
10826,Mar,I-NOME_LOCAL,9206,52,55,708,8,teste
10827,",",O,9206,55,56,708,8,teste
10828,é,O,9206,57,58,708,8,teste
10829,administrado,O,9206,59,71,708,8,teste
10830,pela,O,9206,72,76,708,8,teste
10831,quinta,O,9206,77,83,708,8,teste
10832,geração,O,9206,84,91,708,8,teste
10833,de,O,9206,92,94,708,8,teste
10834,mestres,O,9206,95,102,708,8,teste
10835,alambiqueiros,O,9206,103,116,708,8,teste
10836,",",O,9206,116,117,708,8,teste
10837,que,O,9206,118,121,708,8,teste
10838,produzem,O,9206,122,130,708,8,teste
10839,cachaça,O,9206,131,138,708,8,teste
10840,em,O,9206,139,141,708,8,teste
10841,Paraty,B-NOME_LOCAL,9206,142,148,708,8,teste
10842,desde,O,9206,149,154,708,8,teste
10843,1803,B-TEMPO,9206,155,159,708,8,teste
10844,.,O,9206,159,160,708,8,teste
10845,O,O,9207,0,1,708,8,teste
10846,processo,O,9207,2,10,708,8,teste
10847,de,O,9207,11,13,708,8,teste
10848,produção,O,9207,14,22,708,8,teste
10849,artesanal,O,9207,23,32,708,8,teste
10850,",",O,9207,32,33,708,8,teste
10851,segue,O,9207,34,39,708,8,teste
10852,a,O,9207,40,41,708,8,teste
10853,tradição,O,9207,42,50,708,8,teste
10854,da,O,9207,51,53,708,8,teste
10855,região,O,9207,54,60,708,8,teste
10856,praiana,O,9207,61,68,708,8,teste
10857,.,O,9207,68,69,708,8,teste
10858,A,O,9208,0,1,708,8,teste
10859,fermentação,O,9208,2,13,708,8,teste
10860,é,O,9208,14,15,708,8,teste
10861,natural,O,9208,16,23,708,8,teste
10862,e,O,9208,24,25,708,8,teste
10863,paciente,O,9208,26,34,708,8,teste
10864,.,O,9208,34,35,708,8,teste
10865,Na,O,9209,0,2,708,8,teste
10866,destilação,O,9209,3,13,708,8,teste
10867,",",O,9209,13,14,708,8,teste
10868,feita,O,9209,15,20,708,8,teste
10869,em,O,9209,21,23,708,8,teste
10870,alambique,B-EQUIPAMENTO_DESTILACAO,9209,24,33,708,8,teste
10871,de,I-EQUIPAMENTO_DESTILACAO,9209,34,36,708,8,teste
10872,cobre,I-EQUIPAMENTO_DESTILACAO,9209,37,42,708,8,teste
10873,aquecido,O,9209,43,51,708,8,teste
10874,por,O,9209,52,55,708,8,teste
10875,fogo,O,9209,56,60,708,8,teste
10876,direto,O,9209,61,67,708,8,teste
10877,",",O,9209,67,68,708,8,teste
10878,aproveita,O,9209,69,78,708,8,teste
10879,-,O,9209,78,79,708,8,teste
10880,se,O,9209,79,81,708,8,teste
10881,apenas,O,9209,82,88,708,8,teste
10882,o,O,9209,89,90,708,8,teste
10883,suprassumo,O,9209,91,101,708,8,teste
10884,do,O,9209,102,104,708,8,teste
10885,Coração,O,9209,105,112,708,8,teste
10886,da,O,9209,113,115,708,8,teste
10887,Cachaça,O,9209,116,123,708,8,teste
10888,.,O,9209,123,124,708,8,teste
10889,Uma,O,9210,0,3,708,8,teste
10890,cachaça,O,9210,4,11,708,8,teste
10891,branquinha,B-CARACTERISTICA_SENSORIAL_COR,9210,12,22,708,8,teste
10892,",",O,9210,22,23,708,8,teste
10893,pura,O,9210,24,28,708,8,teste
10894,",",O,9210,28,29,708,8,teste
10895,descansada,O,9210,30,40,708,8,teste
10896,em,O,9210,41,43,708,8,teste
10897,tonéis,B-RECIPIENTE_ARMAZENAMENTO,9210,44,50,708,8,teste
10898,neutros,I-RECIPIENTE_ARMAZENAMENTO,9210,51,58,708,8,teste
10899,.,O,9210,58,59,708,8,teste
10900,Classificada,O,9211,0,12,708,8,teste
10901,entre,O,9211,13,18,708,8,teste
10902,as,O,9211,19,21,708,8,teste
10903,50,O,9211,22,24,708,8,teste
10904,melhores,O,9211,25,33,708,8,teste
10905,cachaças,O,9211,34,42,708,8,teste
10906,no,O,9211,43,45,708,8,teste
10907,ranking,O,9211,46,53,708,8,teste
10908,da,O,9211,54,56,708,8,teste
10909,Cúpula,B-NOME_ORGANIZACAO,9211,57,63,708,8,teste
10910,da,I-NOME_ORGANIZACAO,9211,64,66,708,8,teste
10911,Cachaça,I-NOME_ORGANIZACAO,9211,67,74,708,8,teste
10912,em,O,9211,75,77,708,8,teste
10913,2016,B-TEMPO,9211,78,82,708,8,teste
10914,.,O,9211,82,83,708,8,teste
10915,Volume,O,9212,0,6,708,8,teste
10916,:,O,9212,6,7,708,8,teste
10917,750,B-VOLUME,9212,8,11,708,8,teste
10918,ml,I-VOLUME,9212,12,14,708,8,teste
10919,GRADUAÇÃO,O,9213,0,9,708,8,teste
10920,ALCOÓLICA,O,9213,10,19,708,8,teste
10921,:,O,9213,19,20,708,8,teste
10922,43%,B-GRADUACAO_ALCOOLICA,9213,21,24,708,8,teste
10923,vol,O,9213,25,28,708,8,teste
10924,.,O,9213,28,29,708,8,teste
10925,NOME,O,9266,0,4,717,8,teste
10926,DA,O,9266,5,7,717,8,teste
10927,CACHAÇA,O,9266,8,15,717,8,teste
10928,:,O,9266,15,16,717,8,teste
10929,Cachaça,O,9266,17,24,717,8,teste
10930,Velho,B-NOME_BEBIDA,9266,25,30,717,8,teste
10931,Barreiro,I-NOME_BEBIDA,9266,31,39,717,8,teste
10932,Ouro,B-CLASSIFICACAO_BEBIDA,9266,40,44,717,8,teste
10933,PREÇO,O,9267,0,5,717,8,teste
10934,:,O,9267,5,6,717,8,teste
10935,R$,B-PRECO,9267,7,9,717,8,teste
10936,109,I-PRECO,9267,10,13,717,8,teste
10937,",",I-PRECO,9267,13,14,717,8,teste
10938,90,I-PRECO,9267,14,16,717,8,teste
10939,DESCRIÇÃO,O,9268,0,9,717,8,teste
10940,DA,O,9268,10,12,717,8,teste
10941,CACHAÇA,O,9268,13,20,717,8,teste
10942,:,O,9268,20,21,717,8,teste
10943,Cachaça,O,9268,22,29,717,8,teste
10944,Velho,B-NOME_BEBIDA,9268,30,35,717,8,teste
10945,Barreiro,I-NOME_BEBIDA,9268,36,44,717,8,teste
10946,Ouro,B-CLASSIFICACAO_BEBIDA,9268,45,49,717,8,teste
10947,700ml,B-VOLUME,9268,50,55,717,8,teste
10948,.,O,9268,55,56,717,8,teste
10949,A,O,9269,0,1,717,8,teste
10950,Velho,B-NOME_BEBIDA,9269,2,7,717,8,teste
10951,Barreiro,I-NOME_BEBIDA,9269,8,16,717,8,teste
10952,Edição,B-CLASSIFICACAO_BEBIDA,9269,17,23,717,8,teste
10953,Especial,I-CLASSIFICACAO_BEBIDA,9269,24,32,717,8,teste
10954,Ouro,B-CLASSIFICACAO_BEBIDA,9269,33,37,717,8,teste
10955,faz,O,9269,38,41,717,8,teste
10956,parte,O,9269,42,47,717,8,teste
10957,da,O,9269,48,50,717,8,teste
10958,linha,O,9269,51,56,717,8,teste
10959,premium,B-CLASSIFICACAO_BEBIDA,9269,57,64,717,8,teste
10960,da,O,9269,65,67,717,8,teste
10961,Indústrias,B-NOME_ORGANIZACAO,9269,68,78,717,8,teste
10962,Reunidas,I-NOME_ORGANIZACAO,9269,79,87,717,8,teste
10963,de,I-NOME_ORGANIZACAO,9269,88,90,717,8,teste
10964,Bebidas,I-NOME_ORGANIZACAO,9269,91,98,717,8,teste
10965,Tatuzinho,I-NOME_ORGANIZACAO,9269,99,108,717,8,teste
10966,3,I-NOME_ORGANIZACAO,9269,109,110,717,8,teste
10967,Fazendas,I-NOME_ORGANIZACAO,9269,111,119,717,8,teste
10968,Ltda,I-NOME_ORGANIZACAO,9269,120,124,717,8,teste
10969,.,O,9269,124,125,717,8,teste
10970,A,O,9270,0,1,717,8,teste
10971,Velho,B-NOME_BEBIDA,9270,2,7,717,8,teste
10972,Barreiro,I-NOME_BEBIDA,9270,8,16,717,8,teste
10973,foi,O,9270,17,20,717,8,teste
10974,lançada,O,9270,21,28,717,8,teste
10975,na,O,9270,29,31,717,8,teste
10976,década,B-TEMPO,9270,32,38,717,8,teste
10977,de,I-TEMPO,9270,39,41,717,8,teste
10978,60,I-TEMPO,9270,42,44,717,8,teste
10979,pela,O,9270,45,49,717,8,teste
10980,família,O,9270,50,57,717,8,teste
10981,Höffer,O,9270,58,64,717,8,teste
10982,em,O,9270,65,67,717,8,teste
10983,Itapetininga,B-NOME_LOCAL,9270,68,80,717,8,teste
10984,",",O,9270,80,81,717,8,teste
10985,São,B-NOME_LOCAL,9270,82,85,717,8,teste
10986,Paulo,I-NOME_LOCAL,9270,86,91,717,8,teste
10987,.,O,9270,91,92,717,8,teste
10988,O,O,9271,0,1,717,8,teste
10989,nome,O,9271,2,6,717,8,teste
10990,seria,O,9271,7,12,717,8,teste
10991,uma,O,9271,13,16,717,8,teste
10992,homenagem,O,9271,17,26,717,8,teste
10993,a,O,9271,27,28,717,8,teste
10994,um,O,9271,29,31,717,8,teste
10995,ancestral,O,9271,32,41,717,8,teste
10996,da,O,9271,42,44,717,8,teste
10997,família,O,9271,45,52,717,8,teste
10998,Höffer,O,9271,53,59,717,8,teste
10999,",",O,9271,59,60,717,8,teste
11000,que,O,9271,61,64,717,8,teste
11001,teria,O,9271,65,70,717,8,teste
11002,um,O,9271,71,73,717,8,teste
11003,pássaro,O,9271,74,81,717,8,teste
11004,joão,O,9271,82,86,717,8,teste
11005,-,O,9271,86,87,717,8,teste
11006,de,O,9271,87,89,717,8,teste
11007,-,O,9271,89,90,717,8,teste
11008,barro,O,9271,90,95,717,8,teste
11009,a,O,9271,96,97,717,8,teste
11010,quem,O,9271,98,102,717,8,teste
11011,ele,O,9271,103,106,717,8,teste
11012,chamava,O,9271,107,114,717,8,teste
11013,de,O,9271,115,117,717,8,teste
11014,“Velho,O,9271,118,124,717,8,teste
11015,Barreiro”,O,9271,125,134,717,8,teste
11016,.,O,9271,134,135,717,8,teste
11017,Em,O,9272,0,2,717,8,teste
11018,1973,B-TEMPO,9272,3,7,717,8,teste
11019,",",O,9272,7,8,717,8,teste
11020,a,O,9272,9,10,717,8,teste
11021,marca,O,9272,11,16,717,8,teste
11022,Velho,B-NOME_BEBIDA,9272,17,22,717,8,teste
11023,Barreiro,I-NOME_BEBIDA,9272,23,31,717,8,teste
11024,é,O,9272,32,33,717,8,teste
11025,comprada,O,9272,34,42,717,8,teste
11026,pela,O,9272,43,47,717,8,teste
11027,Indústria,B-NOME_ORGANIZACAO,9272,48,57,717,8,teste
11028,Reunidas,I-NOME_ORGANIZACAO,9272,58,66,717,8,teste
11029,de,I-NOME_ORGANIZACAO,9272,67,69,717,8,teste
11030,Bebidas,I-NOME_ORGANIZACAO,9272,70,77,717,8,teste
11031,Tatuzinho,I-NOME_ORGANIZACAO,9272,78,87,717,8,teste
11032,3,I-NOME_ORGANIZACAO,9272,88,89,717,8,teste
11033,Fazendas,I-NOME_ORGANIZACAO,9272,90,98,717,8,teste
11034,se,O,9272,99,101,717,8,teste
11035,tornando,O,9272,102,110,717,8,teste
11036,a,O,9272,111,112,717,8,teste
11037,marca,O,9272,113,118,717,8,teste
11038,mais,O,9272,119,123,717,8,teste
11039,importante,O,9272,124,134,717,8,teste
11040,da,O,9272,135,137,717,8,teste
11041,empresa,O,9272,138,145,717,8,teste
11042,.,O,9272,145,146,717,8,teste
11043,A,O,9273,0,1,717,8,teste
11044,aguardente,O,9273,2,12,717,8,teste
11045,de,O,9273,13,15,717,8,teste
11046,cana,O,9273,16,20,717,8,teste
11047,composta,O,9273,21,29,717,8,teste
11048,é,O,9273,30,31,717,8,teste
11049,uma,O,9273,32,35,717,8,teste
11050,bebida,O,9273,36,42,717,8,teste
11051,com,O,9273,43,46,717,8,teste
11052,cor,O,9273,47,50,717,8,teste
11053,bem,O,9273,51,54,717,8,teste
11054,amarela,B-CARACTERISTICA_SENSORIAL_COR,9273,55,62,717,8,teste
11055,resultado,O,9273,63,72,717,8,teste
11056,de,O,9273,73,75,717,8,teste
11057,uma,O,9273,76,79,717,8,teste
11058,combinação,O,9273,80,90,717,8,teste
11059,de,O,9273,91,93,717,8,teste
11060,uma,O,9273,94,97,717,8,teste
11061,cachaça,O,9273,98,105,717,8,teste
11062,envelhecida,O,9273,106,117,717,8,teste
11063,com,O,9273,118,121,717,8,teste
11064,a,O,9273,122,123,717,8,teste
11065,branca,O,9273,124,130,717,8,teste
11066,tradicional,O,9273,131,142,717,8,teste
11067,.,O,9273,142,143,717,8,teste
11068,Com,O,9274,0,3,717,8,teste
11069,uma,O,9274,4,7,717,8,teste
11070,embalagem,O,9274,8,17,717,8,teste
11071,exclusiva,O,9274,18,27,717,8,teste
11072,e,O,9274,28,29,717,8,teste
11073,totalmente,O,9274,30,40,717,8,teste
11074,dourada,O,9274,41,48,717,8,teste
11075,",",O,9274,48,49,717,8,teste
11076,esta,O,9274,50,54,717,8,teste
11077,versão,O,9274,55,61,717,8,teste
11078,ganhou,O,9274,62,68,717,8,teste
11079,o,O,9274,69,70,717,8,teste
11080,‘Prêmio,O,9274,71,78,717,8,teste
11081,Embanews’,O,9274,79,88,717,8,teste
11082,pela,O,9274,89,93,717,8,teste
11083,a,O,9274,94,95,717,8,teste
11084,apresentação,O,9274,96,108,717,8,teste
11085,da,O,9274,109,111,717,8,teste
11086,garrafa,O,9274,112,119,717,8,teste
11087,.,O,9274,119,120,717,8,teste
11088,Volume,O,9275,0,6,717,8,teste
11089,:,O,9275,6,7,717,8,teste
11090,700ml,B-VOLUME,9275,8,13,717,8,teste
11091,GRADUAÇÃO,O,9276,0,9,717,8,teste
11092,ALCOÓLICA,O,9276,10,19,717,8,teste
11093,:,O,9276,19,20,717,8,teste
11094,39%,B-GRADUACAO_ALCOOLICA,9276,21,24,717,8,teste
11095,vol,O,9276,25,28,717,8,teste
11096,.,O,9276,28,29,717,8,teste
11097,NOME,O,9402,0,4,735,8,teste
11098,DA,O,9402,5,7,735,8,teste
11099,CACHAÇA,O,9402,8,15,735,8,teste
11100,:,O,9402,15,16,735,8,teste
11101,Cachaça,O,9402,17,24,735,8,teste
11102,Vale,B-NOME_BEBIDA,9402,25,29,735,8,teste
11103,Verde,I-NOME_BEBIDA,9402,30,35,735,8,teste
11104,DESCRIÇÃO,O,9403,0,9,735,8,teste
11105,DA,O,9403,10,12,735,8,teste
11106,CACHAÇA,O,9403,13,20,735,8,teste
11107,:,O,9403,20,21,735,8,teste
11108,Docinha,B-CARACTERISTICA_SENSORIAL_SABOR,9403,22,29,735,8,teste
11109,no,O,9403,30,32,735,8,teste
11110,melhor,O,9403,33,39,735,8,teste
11111,jeito,O,9403,40,45,735,8,teste
11112,possível,O,9403,46,54,735,8,teste
11113,um,O,9403,55,57,735,8,teste
11114,caramelizado,B-CARACTERISTICA_SENSORIAL_SABOR,9403,58,70,735,8,teste
11115,delícia,O,9403,71,78,735,8,teste
11116,mas,O,9403,79,82,735,8,teste
11117,ao,O,9403,83,85,735,8,teste
11118,mesmo,O,9403,86,91,735,8,teste
11119,tempo,O,9403,92,97,735,8,teste
11120,um,O,9403,98,100,735,8,teste
11121,amargo,B-CARACTERISTICA_SENSORIAL_SABOR,9403,101,107,735,8,teste
11122,do,O,9403,108,110,735,8,teste
11123,barril,O,9403,111,117,735,8,teste
11124,chuta,O,9403,118,123,735,8,teste
11125,meu,O,9403,124,127,735,8,teste
11126,queixo,O,9403,128,134,735,8,teste
11127,ao,O,9403,135,137,735,8,teste
11128,mesmo,O,9403,138,143,735,8,teste
11129,tempo,O,9403,144,149,735,8,teste
11130,que,O,9403,150,153,735,8,teste
11131,o,O,9403,154,155,735,8,teste
11132,perfume,O,9403,156,163,735,8,teste
11133,de,O,9403,164,166,735,8,teste
11134,belas,O,9403,167,172,735,8,teste
11135,begônias,O,9403,173,181,735,8,teste
11136,perfumam,O,9403,182,190,735,8,teste
11137,o,O,9403,191,192,735,8,teste
11138,curativo,O,9403,193,201,735,8,teste
11139,que,O,9403,202,205,735,8,teste
11140,uma,O,9403,206,209,735,8,teste
11141,donzela,O,9403,210,217,735,8,teste
11142,camponesa,O,9403,218,227,735,8,teste
11143,fez,O,9403,228,231,735,8,teste
11144,em,O,9403,232,234,735,8,teste
11145,mim,O,9403,235,238,735,8,teste
11146,.,O,9403,238,239,735,8,teste
11147,Spoiler,O,9404,0,7,735,8,teste
11148,que,O,9404,8,11,735,8,teste
11149,eu,O,9404,12,14,735,8,teste
11150,e,O,9404,15,16,735,8,teste
11151,um,O,9404,17,19,735,8,teste
11152,dos,O,9404,20,23,735,8,teste
11153,moradores,O,9404,24,33,735,8,teste
11154,daqui,O,9404,34,39,735,8,teste
11155,de,O,9404,40,42,735,8,teste
11156,casa,O,9404,43,47,735,8,teste
11157,já,O,9404,48,50,735,8,teste
11158,tinham,O,9404,51,57,735,8,teste
11159,experimentado,O,9404,58,71,735,8,teste
11160,essa,O,9404,72,76,735,8,teste
11161,pinga,O,9404,77,82,735,8,teste
11162,(,O,9404,83,84,735,8,teste
11163,e,O,9404,84,85,735,8,teste
11164,ele,O,9404,86,89,735,8,teste
11165,acertou,O,9404,90,97,735,8,teste
11166,que,O,9404,98,101,735,8,teste
11167,era,O,9404,102,105,735,8,teste
11168,ela,O,9404,106,109,735,8,teste
11169,inclusive,O,9404,110,119,735,8,teste
11170,),O,9404,119,120,735,8,teste
11171,.,O,9404,120,121,735,8,teste
11172,Uma,O,9405,0,3,735,8,teste
11173,BAITA,O,9405,4,9,735,8,teste
11174,de,O,9405,10,12,735,8,teste
11175,uma,O,9405,13,16,735,8,teste
11176,pinga,O,9405,17,22,735,8,teste
11177,incrível,O,9405,23,31,735,8,teste
11178,.,O,9405,31,32,735,8,teste
11179,Eu,O,9406,0,2,735,8,teste
11180,já,O,9406,3,5,735,8,teste
11181,achava,O,9406,6,12,735,8,teste
11182,ela,O,9406,13,16,735,8,teste
11183,ótima,O,9406,17,22,735,8,teste
11184,antes,O,9406,23,28,735,8,teste
11185,mas,O,9406,29,32,735,8,teste
11186,mesmo,O,9406,33,38,735,8,teste
11187,depois,O,9406,39,45,735,8,teste
11188,de,O,9406,46,48,735,8,teste
11189,compará,O,9406,49,56,735,8,teste
11190,-,O,9406,56,57,735,8,teste
11191,la,O,9406,57,59,735,8,teste
11192,com,O,9406,60,63,735,8,teste
11193,outras,O,9406,64,70,735,8,teste
11194,pingas,O,9406,71,77,735,8,teste
11195,algumas,O,9406,78,85,735,8,teste
11196,bem,O,9406,86,89,735,8,teste
11197,mais,O,9406,90,94,735,8,teste
11198,caras,O,9406,95,100,735,8,teste
11199,ela,O,9406,101,104,735,8,teste
11200,ficou,O,9406,105,110,735,8,teste
11201,em,O,9406,111,113,735,8,teste
11202,primeiro,O,9406,114,122,735,8,teste
11203,lugar,O,9406,123,128,735,8,teste
11204,.,O,9406,128,129,735,8,teste
11205,Estou,O,9407,0,5,735,8,teste
11206,orgulhoso,O,9407,6,15,735,8,teste
11207,.,O,9407,15,16,735,8,teste
11208,PREÇO,O,9408,0,5,735,8,teste
11209,:,O,9408,5,6,735,8,teste
11210,R$,B-PRECO,9408,7,9,735,8,teste
11211,96,I-PRECO,9408,10,12,735,8,teste
11212,",",I-PRECO,9408,12,13,735,8,teste
11213,0,I-PRECO,9408,13,15,735,8,teste
11214,NOME,O,9537,0,4,751,8,teste
11215,DA,O,9537,5,7,751,8,teste
11216,CACHAÇA,O,9537,8,15,751,8,teste
11217,:,O,9537,15,16,751,8,teste
11218,51,B-NOME_BEBIDA,9537,17,19,751,8,teste
11219,Mel,I-NOME_BEBIDA,9537,20,23,751,8,teste
11220,DESCRIÇÃO,O,9538,0,9,751,8,teste
11221,DA,O,9538,10,12,751,8,teste
11222,CACHAÇA,O,9538,13,20,751,8,teste
11223,:,O,9538,20,21,751,8,teste
11224,PRODUTO,O,9538,22,29,751,8,teste
11225,:,O,9538,29,30,751,8,teste
11226,BEBIDA,O,9538,31,37,751,8,teste
11227,ALCOÓLICA,O,9538,38,47,751,8,teste
11228,MISTA,O,9538,48,53,751,8,teste
11229,MARCA,O,9539,0,5,751,8,teste
11230,:,O,9539,5,6,751,8,teste
11231,51,B-NOME_BEBIDA,9539,7,9,751,8,teste
11232,MEL,I-NOME_BEBIDA,9539,10,13,751,8,teste
11233,DESCRIÇÃO,O,9540,0,9,751,8,teste
11234,:,O,9540,9,10,751,8,teste
11235,Produto,O,9540,11,18,751,8,teste
11236,de,O,9540,19,21,751,8,teste
11237,coloração,O,9540,22,31,751,8,teste
11238,amarelo,B-CARACTERISTICA_SENSORIAL_COR,9540,32,39,751,8,teste
11239,-,I-CARACTERISTICA_SENSORIAL_COR,9540,39,40,751,8,teste
11240,dourada,I-CARACTERISTICA_SENSORIAL_COR,9540,40,47,751,8,teste
11241,.,O,9540,47,48,751,8,teste
11242,Aroma,O,9541,0,5,751,8,teste
11243,e,O,9541,6,7,751,8,teste
11244,sabor,O,9541,8,13,751,8,teste
11245,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,9541,14,23,751,8,teste
11246,",",O,9541,23,24,751,8,teste
11247,notas,B-CARACTERISTICA_SENSORIAL_AROMA,9541,25,30,751,8,teste
11248,de,I-CARACTERISTICA_SENSORIAL_AROMA,9541,31,33,751,8,teste
11249,mel,I-CARACTERISTICA_SENSORIAL_AROMA,9541,34,37,751,8,teste
11250,e,O,9541,38,39,751,8,teste
11251,frutas,B-CARACTERISTICA_SENSORIAL_AROMA,9541,40,46,751,8,teste
11252,cítricas,I-CARACTERISTICA_SENSORIAL_AROMA,9542,0,8,751,8,teste
11253,características,O,9542,9,24,751,8,teste
11254,ao,O,9542,25,27,751,8,teste
11255,produto,O,9542,28,35,751,8,teste
11256,.,O,9542,35,36,751,8,teste
11257,INGREDIENTES,O,9543,0,12,751,8,teste
11258,:,O,9543,12,13,751,8,teste
11259,Cachaça,O,9543,14,21,751,8,teste
11260,",",O,9543,21,22,751,8,teste
11261,açúcar,O,9543,23,29,751,8,teste
11262,",",O,9543,29,30,751,8,teste
11263,acidulante,O,9543,31,41,751,8,teste
11264,INS,O,9543,42,45,751,8,teste
11265,330,O,9543,46,49,751,8,teste
11266,",",O,9543,49,50,751,8,teste
11267,aroma,O,9543,51,56,751,8,teste
11268,natural,O,9543,57,64,751,8,teste
11269,de,O,9543,65,67,751,8,teste
11270,limão,O,9543,68,73,751,8,teste
11271,",",O,9543,73,74,751,8,teste
11272,aroma,O,9543,75,80,751,8,teste
11273,idêntico,O,9543,81,89,751,8,teste
11274,ao,O,9543,90,92,751,8,teste
11275,natural,O,9544,0,7,751,8,teste
11276,de,O,9544,8,10,751,8,teste
11277,mel,O,9544,11,14,751,8,teste
11278,",",O,9544,14,15,751,8,teste
11279,corante,O,9544,16,23,751,8,teste
11280,caramelo,O,9544,24,32,751,8,teste
11281,e,O,9544,33,34,751,8,teste
11282,água,O,9544,35,39,751,8,teste
11283,.,O,9544,39,40,751,8,teste
11284,ANÁLISE,O,9545,0,7,751,8,teste
11285,SENSORIAL,O,9545,8,17,751,8,teste
11286,:,O,9545,17,18,751,8,teste
11287,Produto,O,9545,19,26,751,8,teste
11288,de,O,9545,27,29,751,8,teste
11289,coloração,O,9545,30,39,751,8,teste
11290,amarelo,B-CARACTERISTICA_SENSORIAL_COR,9545,40,47,751,8,teste
11291,-,I-CARACTERISTICA_SENSORIAL_COR,9545,47,48,751,8,teste
11292,dourada,I-CARACTERISTICA_SENSORIAL_COR,9545,48,55,751,8,teste
11293,.,O,9545,55,56,751,8,teste
11294,Aroma,O,9546,0,5,751,8,teste
11295,e,O,9546,6,7,751,8,teste
11296,sabor,O,9546,8,13,751,8,teste
11297,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,9546,14,23,751,8,teste
11298,",",O,9546,23,24,751,8,teste
11299,notas,B-CARACTERISTICA_SENSORIAL_AROMA,9546,25,30,751,8,teste
11300,de,I-CARACTERISTICA_SENSORIAL_AROMA,9546,31,33,751,8,teste
11301,mel,I-CARACTERISTICA_SENSORIAL_AROMA,9546,34,37,751,8,teste
11302,e,O,9546,38,39,751,8,teste
11303,frutas,B-CARACTERISTICA_SENSORIAL_AROMA,9546,40,46,751,8,teste
11304,INGREDIENTES,O,9547,0,12,751,8,teste
11305,:,O,9547,12,13,751,8,teste
11306,Cachaça,O,9547,14,21,751,8,teste
11307,",",O,9547,21,22,751,8,teste
11308,açúcar,O,9547,23,29,751,8,teste
11309,",",O,9547,29,30,751,8,teste
11310,acidulante,O,9547,31,41,751,8,teste
11311,INS,O,9547,42,45,751,8,teste
11312,330,O,9547,46,49,751,8,teste
11313,",",O,9547,49,50,751,8,teste
11314,aroma,O,9547,51,56,751,8,teste
11315,natural,O,9547,57,64,751,8,teste
11316,de,O,9547,65,67,751,8,teste
11317,limão,O,9547,68,73,751,8,teste
11318,",",O,9547,73,74,751,8,teste
11319,aroma,O,9547,75,80,751,8,teste
11320,idêntico,O,9547,81,89,751,8,teste
11321,ao,O,9547,90,92,751,8,teste
11322,NOME,O,9701,0,4,762,8,teste
11323,DA,O,9701,5,7,762,8,teste
11324,CACHAÇA,O,9701,8,15,762,8,teste
11325,:,O,9701,15,16,762,8,teste
11326,Cachaça,O,9701,17,24,762,8,teste
11327,Tiê,B-NOME_BEBIDA,9701,25,28,762,8,teste
11328,Prata,B-CLASSIFICACAO_BEBIDA,9701,29,34,762,8,teste
11329,700ml,B-VOLUME,9701,35,40,762,8,teste
11330,PREÇO,O,9702,0,5,762,8,teste
11331,:,O,9702,5,6,762,8,teste
11332,R$,B-PRECO,9702,7,9,762,8,teste
11333,52,I-PRECO,9702,10,12,762,8,teste
11334,",",I-PRECO,9702,12,13,762,8,teste
11335,0,I-PRECO,9702,13,15,762,8,teste
11336,DESCRIÇÃO,O,9703,0,9,762,8,teste
11337,DA,O,9703,10,12,762,8,teste
11338,CACHAÇA,O,9703,13,20,762,8,teste
11339,:,O,9703,20,21,762,8,teste
11340,Cachaça,O,9703,22,29,762,8,teste
11341,Tiê,B-NOME_BEBIDA,9703,30,33,762,8,teste
11342,Prata,B-CLASSIFICACAO_BEBIDA,9703,34,39,762,8,teste
11343,700ml,B-VOLUME,9703,40,45,762,8,teste
11344,A,O,9704,0,1,762,8,teste
11345,Cachaça,O,9704,2,9,762,8,teste
11346,Tiê,B-NOME_BEBIDA,9704,10,13,762,8,teste
11347,Prata,B-CLASSIFICACAO_BEBIDA,9704,14,19,762,8,teste
11348,é,O,9704,20,21,762,8,teste
11349,produzida,O,9704,22,31,762,8,teste
11350,de,O,9704,32,34,762,8,teste
11351,forma,O,9704,35,40,762,8,teste
11352,artesanal,O,9704,41,50,762,8,teste
11353,",",O,9704,50,51,762,8,teste
11354,conservando,O,9704,52,63,762,8,teste
11355,o,O,9704,64,65,762,8,teste
11356,melhor,O,9704,66,72,762,8,teste
11357,da,O,9704,73,75,762,8,teste
11358,tradição,O,9704,76,84,762,8,teste
11359,mineira,O,9704,85,92,762,8,teste
11360,.,O,9704,92,93,762,8,teste
11361,Minas,B-NOME_LOCAL,9705,0,5,762,8,teste
11362,Gerais,I-NOME_LOCAL,9705,6,12,762,8,teste
11363,-,O,9705,13,14,762,8,teste
11364,Brasil,B-NOME_LOCAL,9705,15,21,762,8,teste
11365,O,O,9706,0,1,762,8,teste
11366,corte,O,9706,2,7,762,8,teste
11367,da,O,9706,8,10,762,8,teste
11368,planta,O,9706,11,17,762,8,teste
11369,é,O,9706,18,19,762,8,teste
